city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Palwal,Palwal,28.1431,77.3269,India,IN,IND,Haryāna,,131926,1356128481
Pālghāt,Palghat,10.7792,76.6547,India,IN,IND,Kerala,,130955,1356115164
Ānand,Anand,22.556,72.951,India,IN,IND,Gujarāt,,130462,1356044073
Itānagar,Itanagar,27.1,93.62,India,IN,IND,Arunāchal Pradesh,admin,59490,1356023817
Vāsco Da Gāma,Vasco Da Gama,15.3981,73.8111,India,IN,IND,Goa,,94393,1356688186
Panaji,Panaji,15.48,73.83,India,IN,IND,Goa,admin,40017,1356909212
Dimāpur,Dimapur,25.9125,93.7417,India,IN,IND,Nāgāland,,122834,1356155429
Kohīma,Kohima,25.6667,94.1194,India,IN,IND,Nāgāland,admin,99039,1356332206
Gangtok,Gangtok,27.33,88.62,India,IN,IND,Sikkim,admin,100286,1356689564
Port Blair,Port Blair,11.6667,92.75,India,IN,IND,Andaman and Nicobar Islands,admin,100608,1356161713
Diu,Diu,20.715,70.9844,India,IN,IND,Dādra and Nagar Haveli and Damān and Diu,,52074,1356923516
Damān,Daman,20.4169,72.834,India,IN,IND,Dādra and Nagar Haveli and Damān and Diu,admin,44282,1356008028
Silvassa,Silvassa,20.2667,73.0167,India,IN,IND,Dādra and Nagar Haveli and Damān and Diu,,21890,1356217846
Kavaratti,Kavaratti,10.5667,72.6167,India,IN,IND,Lakshadweep,admin,11473,1356089869
Leh,Leh,34.1642,77.5847,India,IN,IND,Ladakh,minor,30870,9999999999
